loan_id,client_id,issue_date,age,gender,monthly_income,employment_type,work_experience_years,region,channel,loan_product,loan_amount,loan_term_months,interest_rate,monthly_payment,credit_score,existing_loans_count,dti_ratio,days_past_due,is_default,quarter,age_grp,high_dti,low_score,z_credit_score,z_dti_ratio,z_monthly_income,z_loan_amount,z_interest_rate,z_age,PD_hat,risk_segment,LGD,EL_loan,income_loan
1188,74319,2024-04-03,27,F,78565.0,employed,7.3,Ural,partner,consumer,300000,24,20.0,15269.0,577.0,0,58.9,36,0,2024Q2,26-35,0,1,-0.710166219874478,0.17247317283648841,-0.03494658448131796,-0.4158332367218221,1.0454820542008652,-0.7803675568907756,0.2292098296812171,MEDIUM,0.7,39427.112875779916,66456.0
1189,18368,2023-07-31,49,M,96878.0,freelance,30.6,Moscow,branch,education,240000,36,17.4,8605.0,605.0,2,65.7,31,0,2023Q3,46-55,1,0,-0.33760077229260177,0.6468926581317177,0.5528767952143887,-0.6537132865417667,-0.15137530334690696,1.0239131260964505,0.2937599661998813,MEDIUM,0.7,31541.690300623934,69780.0
1190,16328,2023-05-06,59,F,163820.0,employed,38.4,SPb,online,car,1500000,48,14.4,41291.0,718.0,1,84.8,124,1,2023Q2,56+,1,0,1.1659669268771131,1.9794532712403752,2.701627556072249,4.3417677596770705,-1.5323645620558732,1.8440407092724624,0.18289759694421714,MEDIUM,0.45,126730.00567214974,0.0
1191,57942,2024-02-17,27,M,63492.0,employed,7.5,Ural,online,renovation,410000,60,17.4,10278.0,651.0,3,49.3,0,0,2024Q1,26-35,0,0,0.27447103444905213,-0.49729551228618785,-0.5187701962409087,0.020280187948076372,-0.15137530334690696,-0.7803675568907756,0.056497649936937934,LOW,0.7,12798.787013913663,206680.0
1192,92751,2024-05-13,67,M,60655.0,employed,45.0,South,online,consumer,250000,36,18.4,9088.0,639.0,0,46.0,36,0,2024Q2,56+,0,0,0.11480012834253371,-0.7275284977971076,-0.609834190572625,-0.614066611571776,0.3089544495560821,2.500142775813272,0.05383096577061119,LOW,0.7,7804.138423118087,77168.0
1193,28306,2024-02-29,27,F,52863.0,freelance,3.3,Ural,online,consumer,160000,36,21.0,6028.0,546.0,2,65.0,25,0,2024Q1,26-35,1,1,-1.122649393982984,0.5980553581748557,-0.8599472127202221,-0.9708866863016928,1.5058118071038542,-0.7803675568907756,0.425949833052664,HIGH,0.7,58520.39381153305,57008.0
1194,86451,2024-07-07,30,F,25189.0,unemployed,0.4,SPb,online,consumer,90000,48,20.7,2772.0,547.0,3,49.9,4,0,2024Q3,26-35,0,1,-1.1093434851407742,-0.4554349694660205,-1.7482464651474041,-1.2484134110916283,1.3677128812329573,-0.534329281937972,0.3264196245900637,HIGH,0.7,32917.721518987346,43056.0
1195,40915,2024-09-01,22,F,108137.0,self_employed,2.0,Moscow,branch,car,1060000,36,16.8,37686.0,559.0,2,83.7,210,1,2024Q3,18-25,1,1,-0.9496725790342557,1.9027089427367356,0.9142759887923912,2.5973140609974763,-0.4275731550886994,-1.1904313484787816,0.6247889489855604,HIGH,0.45,249234.17721518988,0.0
1196,38219,2024-06-26,37,M,101665.0,freelance,17.4,SPb,online,renovation,760000,36,18.3,27590.0,639.0,3,82.9,28,0,2024Q2,36-45,1,0,0.11480012834253371,1.8468948856431795,0.7065332424706191,1.4079138118977532,0.26292147426578416,0.03976002628523627,0.4020397720396804,HIGH,0.7,277971.870604782,233240.0
1197,81879,2023-06-07,64,M,167416.0,employed,44.0,SPb,online,consumer,550000,48,17.8,16099.0,772.0,2,50.9,10,0,2023Q2,56+,0,0,1.884486004356446,-0.3856673980990751,2.8170544590038142,0.5753336375279472,0.03275659781428963,2.2541045008604685,0.016353270151484568,LOW,0.7,17169.104530859793,222752.0
1198,65644,2023-04-22,30,M,57922.0,employed,12.0,SPb,branch,renovation,340000,36,16.2,11987.0,702.0,2,30.4,12,0,2023Q2,26-35,0,0,0.9530723854017553,-1.8159026111214565,-0.6975599207483671,-0.257246536841859,-0.7037710068304935,-0.534329281937972,0.00926514296667514,LOW,0.7,10613.628255440599,91532.0
1199,61279,2024-02-06,21,M,77713.0,employed,0.0,Siberia,partner,education,220000,60,15.7,5315.0,634.0,0,41.6,19,0,2024Q1,18-25,0,0,0.04827058413148437,-1.0345058118116675,-0.06229467160525953,-0.7330066364817482,-0.9339358832819881,-1.2724441067963828,0.04927840202273487,LOW,0.7,6867.641812343917,98900.0
1200,54028,2023-05-02,29,F,57561.0,self_employed,9.8,Siberia,online,renovation,280000,48,17.8,8196.0,658.0,0,41.5,0,0,2023Q2,26-35,0,0,0.3676123963445212,-1.041482568948362,-0.7091475492128542,-0.49512658666180365,0.03275659781428963,-0.6163420402555733,0.03618259822402,LOW,0.7,8740.635033892258,113408.0
1201,1126,2023-09-30,24,M,56119.0,employed,2.1,Siberia,branch,car,560000,48,14.2,15359.0,648.0,0,48.0,19,0,2023Q3,18-25,0,0,0.23455330792242252,-0.5879933550632167,-0.7554338656831872,0.6149803124979379,-1.6244305126364715,-1.0264058318435791,0.046081559176193734,LOW,0.45,11237.959329290048,177232.0
1202,53329,2023-10-21,24,F,56026.0,freelance,5.8,Moscow,online,renovation,300000,36,19.3,11042.0,617.0,3,69.1,30,0,2023Q4,18-25,1,0,-0.17792986618608336,0.8841024007793316,-0.7584190442072793,-0.4158332367218221,0.7232512271687732,-1.0264058318435791,0.2809605899557835,MEDIUM,0.7,39427.112875779916,97512.0
1203,28632,2024-02-02,45,F,140124.0,self_employed,13.9,SPb,partner,renovation,900000,36,18.4,32718.0,626.0,2,81.8,244,1,2024Q1,36-45,1,0,-0.05817668660619457,1.7701505571395388,1.9410169076110757,1.9629672614776241,0.3089544495560821,0.6958620928260458,0.4184210683595286,HIGH,0.7,329177.2151898734,0.0
1204,66310,2024-04-15,47,M,22868.0,unemployed,0.2,Moscow,branch,car,350000,48,16.5,10009.0,577.0,1,59.4,5,0,2024Q2,46-55,0,1,-0.710166219874478,0.20735695851996114,-1.8227475334744798,-0.21759986187186825,-0.5656720809595964,0.8598876094612482,0.3387708977237774,HIGH,0.45,82294.30379746835,130432.0
1205,56176,2023-07-26,33,F,72925.0,employed,13.5,South,partner,renovation,390000,60,17.5,9798.0,628.0,1,55.9,0,0,2023Q3,26-35,0,0,-0.03156486892177483,-0.036829541264347884,-0.2159832175552974,-0.05901316199190517,-0.10534232805660741,-0.28829100698516846,0.10646810400218625,MEDIUM,0.7,51255.24673851389,197880.0
1206,87066,2023-04-20,20,F,69769.0,employed,1.3,Ural,online,consumer,210000,36,19.3,7730.0,614.0,0,40.1,0,0,2023Q2,18-25,0,0,-0.21784759271271298,-1.1391571688620856,-0.31728669521158803,-0.772653311451739,0.7232512271687732,-1.3544568651139839,0.05401882023114341,LOW,0.7,6555.476275419193,68280.0
1207,45327,2024-03-15,24,F,86409.0,employed,5.7,Moscow,online,car,1160000,48,16.0,32875.0,598.0,2,84.3,41,0,2024Q1,18-25,1,0,-0.43074213418807084,1.9445694855569025,0.2168355697442662,2.993780810697384,-0.795836957411091,-1.0264058318435791,0.487411226656726,HIGH,0.45,272746.83544303797,418000.0
1208,69904,2023-10-05,48,M,146911.0,employed,24.1,SPb,partner,consumer,440000,36,18.9,16106.0,678.0,1,51.5,1,0,2023Q4,46-55,0,0,0.6337305731887185,-0.3438068552789077,2.1588707424821925,0.13922021285804867,0.5391193260075766,0.9419003677788493,0.052599419125787084,LOW,0.7,13735.283624687834,139816.0
1209,4797,2024-07-21,19,F,39842.0,freelance,0.2,Moscow,branch,education,110000,48,16.6,3151.0,582.0,0,54.9,0,0,2024Q3,18-25,0,0,-0.6436366756634287,-0.10659711263129332,-1.2779043047869396,-1.1691200611516468,-0.5196391056692969,-1.4364696234315852,0.20227589311039246,MEDIUM,0.7,14456.608054452638,41248.0
1210,48882,2024-07-22,31,M,75982.0,employed,1.9,South,branch,consumer,300000,48,19.9,9113.0,580.0,0,50.7,114,1,2024Q3,26-35,0,0,-0.6702484933478484,-0.39962091237246383,-0.11785751058594365,-0.4158332367218221,0.9994490789105657,-0.4523165236203709,0.1464604602600931,MEDIUM,0.7,39427.112875779916,0.0
1211,14718,2024-04-26,61,M,37355.0,unemployed,0.3,SPb,branch,consumer,120000,24,21.1,6172.0,545.0,1,46.7,26,0,2024Q2,56+,0,1,-1.1359553028251939,-0.6786911978402456,-1.3577337562860508,-1.129473386181656,1.551844782394154,2.008066225907665,0.2974101062032363,MEDIUM,0.7,15770.845150311967,28128.0
1212,35560,2023-04-24,36,F,23347.0,unemployed,1.1,SPb,partner,consumer,80000,24,21.6,4134.0,538.0,2,50.8,24,0,2023Q2,36-45,0,1,-1.229096664720663,-0.39264415523576973,-1.8073722591407144,-1.2880600860616191,1.7820096588456484,-0.04225273203236492,0.378895135209777,HIGH,0.7,29260.196905766526,19216.0
1213,77589,2024-04-21,60,F,88505.0,self_employed,40.2,SPb,branch,consumer,200000,12,16.7,18212.0,788.0,2,32.4,5,0,2024Q2,56+,0,0,2.097380545831804,-1.6763674683875656,0.28411443196466707,-0.8122999864217298,-0.47360613037899896,1.9260534675900636,0.00411220125970816,LOW,0.7,6243.31073849447,18544.0
1214,23116,2024-12-10,52,M,104401.0,employed,33.8,SPb,branch,education,300000,60,14.0,6980.0,734.0,2,43.0,0,0,2024Q4,46-55,0,0,1.3788614683524711,-0.9368312118979439,0.7943552687277836,-0.4158332367218221,-1.7164964632170692,1.269951401049254,0.015431423762168068,LOW,0.7,9364.966107741706,118800.0
1215,37244,2023-11-17,20,F,47325.0,employed,0.0,South,online,education,120000,60,16.6,2957.0,577.0,1,46.0,13,0,2023Q4,18-25,0,1,-0.710166219874478,-0.7275284977971076,-1.0377097790258423,-1.129473386181656,-0.5196391056692969,-1.3544568651139839,0.122180250018303,MEDIUM,0.7,15770.845150311967,57420.0
1216,2645,2023-06-28,23,F,52210.0,employed,1.6,Moscow,branch,renovation,330000,48,18.1,9711.0,619.0,2,54.3,16,0,2023Q2,18-25,0,0,-0.15131804850166364,-0.14845765545146067,-0.8809076597764824,-0.2968932118118498,0.17085552368518667,-1.1084185901611805,0.11045461572313638,MEDIUM,0.7,43369.82416335791,136128.0
1217,48523,2023-08-07,29,M,127206.0,employed,6.9,Moscow,branch,consumer,380000,24,19.8,19303.0,611.0,5,58.6,39,0,2023Q3,26-35,0,0,-0.2577653192393426,0.151542901426405,1.5263659810065249,-0.09865983696189594,0.9534161036202677,-0.6163420402555733,0.16602532696823077,MEDIUM,0.7,49941.009642654564,83272.0
1218,20256,2024-06-11,44,F,103631.0,employed,23.8,SPb,branch,consumer,270000,12,17.7,24715.0,685.0,2,34.8,0,0,2024Q2,36-45,0,0,0.7268719350841876,-1.5089252971068967,0.7696392744960523,-0.5347732616317944,-0.013276377476009934,0.6138493345084446,0.015948481923672927,LOW,0.7,8428.469496967535,26580.0
1219,54173,2024-05-06,32,F,92162.0,employed,9.0,Moscow,partner,consumer,360000,24,17.4,17868.0,751.0,1,47.8,166,1,2024Q2,26-35,0,0,1.6050619186700388,-0.601946869336606,0.40149935521848673,-0.17795318690187747,-0.15137530334690696,-0.3703037653027697,0.015991794567305043,LOW,0.7,11237.959329290046,0.0
1220,38430,2023-03-02,27,F,61037.0,self_employed,4.8,Siberia,partner,renovation,300000,24,18.2,15006.0,519.0,0,46.1,13,0,2023Q1,26-35,0,1,-1.4819089327226505,-0.7205517406604129,-0.5975724895381817,-0.4158332367218221,0.2168884989754846,-0.7803675568907756,0.20633000614359975,MEDIUM,0.7,39427.112875779916,60144.0
1221,40282,2023-02-23,21,M,70184.0,employed,2.4,SPb,online,consumer,190000,24,18.7,9550.0,636.0,0,42.8,13,0,2023Q1,18-25,0,0,0.07488240181590411,-0.9507847261713332,-0.3039657372814991,-0.8519466613917206,0.4470533754269791,-1.2724441067963828,0.04744299651835533,LOW,0.7,5931.145201569746,39200.0
1222,64374,2024-11-10,29,M,93262.0,employed,9.5,Ural,branch,education,170000,48,14.6,4697.0,615.0,0,37.8,26,0,2024Q4,26-35,0,0,-0.20454168387050312,-1.2996225830060604,0.4368079184066742,-0.9312400113317021,-1.4402986114752758,-0.6163420402555733,0.04519715016336681,LOW,0.7,5306.814127720299,55456.0
1223,69244,2024-06-21,30,F,60469.0,employed,11.5,Ural,online,renovation,500000,36,17.5,17951.0,614.0,1,61.3,9,0,2024Q2,26-35,0,0,-0.21784759271271298,0.33991534411715735,-0.6158045476208094,0.3771002626779933,-0.10534232805660741,-0.534329281937972,0.16262324129322653,MEDIUM,0.7,65711.85479296652,146236.0
1224,12694,2023-03-06,38,M,31161.0,unemployed,0.2,Moscow,branch,consumer,120000,12,21.1,11179.0,565.0,1,46.1,0,0,2023Q1,36-45,0,1,-0.8698371259809965,-0.7205517406604129,-1.5565530657293536,-1.129473386181656,1.551844782394154,0.12177278460283747,0.2435883263304532,MEDIUM,0.7,15770.845150311967,14148.0
1225,57264,2024-09-03,25,M,85314.0,self_employed,3.3,Ural,partner,car,660000,48,15.7,18603.0,639.0,5,80.1,4,0,2024Q3,18-25,1,0,0.11480012834253371,1.6515456858157314,0.18168750002511594,1.0114470621978455,-0.9339358832819881,-0.944393073525978,0.322240812023093,HIGH,0.45,155183.54430379748,232944.0
1226,76060,2024-08-08,26,F,127850.0,employed,5.7,Ural,online,consumer,320000,24,18.5,16053.0,597.0,2,49.7,5,0,2024Q3,26-35,0,0,-0.4440480430302807,-0.4693884837394093,1.5470375398185183,-0.33653988678184055,0.3549874248463816,-0.8623803152083768,0.10890269739992814,MEDIUM,0.7,42055.58706749858,65272.0
1227,98416,2024-12-04,50,M,83759.0,freelance,29.2,Moscow,branch,consumer,290000,60,18.0,7364.0,705.0,1,43.6,8,0,2024Q4,46-55,0,0,0.9929901119283849,-0.8949706690777766,0.1317740311545418,-0.45547991169181284,0.12482254839488711,1.1059258844140518,0.02443722028822682,LOW,0.7,9052.800570816982,151840.0
1228,58545,2023-06-20,51,F,77627.0,self_employed,29.0,Moscow,online,car,640000,36,15.8,22437.0,678.0,2,64.5,9,0,2023Q2,46-55,0,0,0.6337305731887185,0.5631715724913829,-0.06505515927269964,0.9321537122578641,-0.8879029079916885,1.187938642731653,0.1037890924809392,MEDIUM,0.45,54071.469086783894,167732.0
1229,40224,2023-09-30,55,F,92481.0,freelance,36.0,SPb,online,renovation,810000,36,17.6,29121.0,699.0,0,60.0,4,0,2023Q3,46-55,0,0,0.9131546588751257,0.24921750134012852,0.4117388385430611,1.6061471867477073,-0.05930935276630786,1.5159896760020577,0.07124048138058227,LOW,0.7,25285.408490902602,238356.0
1230,98945,2024-11-29,53,F,97006.0,employed,33.5,SPb,partner,education,230000,60,14.1,5364.0,771.0,3,30.1,0,0,2024Q4,46-55,0,0,1.8711800955142361,-1.8368328825315399,0.5569854280217413,-0.6933599615117575,-1.6704634879267704,1.3519641593668552,0.004594840536288822,LOW,0.7,7179.807349268641,91840.0
1231,14224,2024-06-18,55,F,109050.0,freelance,34.2,SPb,partner,consumer,340000,12,20.4,31561.0,628.0,1,60.7,1,0,2024Q2,46-55,0,0,-0.03156486892177483,0.2980548012969905,0.9435820962385868,-0.257246536841859,1.2296139553620602,1.5159896760020577,0.17768780555982447,MEDIUM,0.7,44684.06125921724,38732.0
1232,41738,2024-01-26,44,M,105730.0,employed,25.7,Ural,branch,consumer,460000,48,18.2,13561.0,688.0,1,51.0,0,0,2024Q1,36-45,0,0,0.7667896616108172,-0.3786906409623804,0.8370144327978756,0.21851356279803022,0.2168884989754846,0.6138493345084446,0.04237807806975218,LOW,0.7,14359.614698537282,190928.0
1233,26150,2024-11-23,28,M,27450.0,unemployed,0.1,Moscow,partner,car,350000,36,17.4,12548.0,557.0,0,65.7,11,0,2024Q4,26-35,1,1,-0.9762843967186754,0.6468926581317177,-1.6756713184487753,-0.21759986187186825,-0.15137530334690696,-0.6983547985731744,0.5065356277904074,HIGH,0.45,82294.30379746835,101728.0
1234,64731,2023-11-23,30,F,52744.0,employed,10.7,Ural,branch,consumer,160000,24,18.8,8050.0,613.0,0,25.3,12,0,2023Q4,26-35,0,0,-0.23115350155492284,-2.1717172250928782,-0.8637669572833079,-0.9708866863016928,0.4930863507172787,-0.534329281937972,0.02160105849104902,LOW,0.7,4994.648590795576,33200.0
1235,50688,2023-04-18,25,M,26008.0,unemployed,1.4,Siberia,branch,consumer,70000,24,22.9,3663.0,500.0,5,75.8,170,1,2023Q2,18-25,1,1,-1.7347212007246378,1.3515451289378662,-1.7219576349191081,-1.3277067610316098,2.3804383376195326,-0.944393073525978,0.8311025291843567,HIGH,0.7,25602.67229254571,0.0
1236,74509,2023-06-11,29,F,20291.0,unemployed,0.1,Moscow,branch,renovation,180000,60,20.3,4799.0,488.0,2,55.4,12,0,2023Q2,26-35,0,1,-1.8943921068311562,-0.07171332694782061,-1.9054658674162608,-0.8915933363617113,1.1835809800717623,-0.6163420402555733,0.5821439012253521,HIGH,0.7,65835.44303797469,107940.0
1237,9577,2024-03-27,35,F,147416.0,employed,15.1,SPb,branch,renovation,950000,60,17.5,23866.0,648.0,2,70.0,17,0,2024Q1,26-35,1,0,0.23455330792242252,0.9468932150095829,2.1750805828549513,2.1612006363275778,-0.10534232805660741,-0.1242654903499661,0.19048521460550075,MEDIUM,0.7,124852.5241066364,481960.0
1238,9070,2023-07-25,49,M,46895.0,unemployed,0.1,Moscow,branch,renovation,270000,24,19.8,13716.0,565.0,1,59.3,9,0,2023Q3,46-55,0,1,-0.8698371259809965,0.2003802013832665,-1.051512217363043,-0.5347732616317944,0.9534161036202677,1.0239131260964505,0.4138703236418574,HIGH,0.7,98753.16455696203,59184.0
1239,9666,2024-08-12,49,F,103160.0,employed,30.3,SPb,branch,education,330000,48,13.6,8952.0,736.0,2,36.4,0,0,2024Q3,46-55,0,0,1.4054732860368908,-1.397297182919784,0.7545207897127466,-0.2968932118118498,-1.9006283643782649,1.0239131260964505,0.009773476852431434,LOW,0.7,10301.462718515875,99696.0
1240,58761,2023-01-16,27,M,68031.0,employed,8.8,Ural,partner,car,570000,36,15.4,19871.0,600.0,1,75.9,3,0,2023Q1,26-35,1,0,-0.4041303165036511,1.3585218860745614,-0.37307422504892424,0.6546269874679287,-1.0720348091528842,-0.7803675568907756,0.34305498260057793,HIGH,0.45,134022.15189873418,145356.0
1241,37368,2023-11-23,47,M,121776.0,employed,24.6,Moscow,branch,renovation,830000,12,17.0,75700.0,706.0,0,54.1,20,0,2023Q4,46-55,0,0,1.0062960207705949,-0.16241116972484948,1.3520700736321085,1.6854405366876888,-0.33550720450810195,0.8598876094612482,0.040824343606948324,LOW,0.7,25909.73956475205,78400.0
1242,7783,2024-08-30,47,F,52768.0,unemployed,0.7,Moscow,online,consumer,180000,36,21.8,6856.0,524.0,2,61.2,25,0,2024Q3,46-55,0,1,-1.415379388511601,0.33293858698046325,-0.8629965886319292,-0.8915933363617113,1.8740756094262458,0.8598876094612482,0.5849276455285196,HIGH,0.7,65835.44303797469,66816.0
1243,42914,2024-10-20,32,F,78372.0,employed,13.4,Siberia,online,education,240000,12,13.5,21492.0,729.0,0,42.8,4,0,2024Q4,26-35,0,0,1.3123319241414217,-0.9507847261713332,-0.04114163238615449,-0.6537132865417667,-1.9466613396685637,-0.3703037653027697,0.015295655903133606,LOW,0.7,7491.972886193364,17904.0
1244,71507,2023-01-02,42,M,93326.0,self_employed,20.2,Ural,partner,education,260000,12,15.7,23553.0,691.0,1,36.3,0,0,2023Q1,36-45,0,0,0.8067073881374468,-1.4042739400564785,0.4388622348103505,-0.5744199366017851,-0.9339358832819881,0.4498238178732422,0.020365020075839672,LOW,0.7,8116.303960042811,22636.0
1245,80026,2023-01-10,49,M,85449.0,self_employed,29.9,SPb,online,renovation,490000,24,16.2,24039.0,774.0,1,61.3,0,0,2023Q1,46-55,0,0,1.9110978220408659,0.33991534411715735,0.18602082368912076,0.33745358770800254,-0.7037710068304935,1.0239131260964505,0.028701549770591774,LOW,0.7,15296.11130931145,86936.0
1246,68526,2024-03-09,31,M,30067.0,unemployed,0.0,Ural,branch,car,350000,36,17.5,12566.0,563.0,1,61.3,20,0,2024Q1,26-35,0,1,-0.8964489436654162,0.33991534411715735,-1.5916690367546964,-0.21759986187186825,-0.10534232805660741,-0.4523165236203709,0.42421099627276154,HIGH,0.45,82294.30379746835,102376.0
1247,71835,2023-05-05,50,M,73592.0,freelance,30.4,Moscow,partner,car,710000,24,16.1,34798.0,712.0,0,73.1,5,0,2023Q2,46-55,1,0,1.086131473823854,1.1631726862471132,-0.1945733887857328,1.2096804370477994,-0.7498039821207915,1.1059258844140518,0.12415205404345714,MEDIUM,0.45,59985.53601815088,125152.0
1248,46765,2023-03-22,47,M,135026.0,employed,27.8,SPb,online,consumer,430000,48,18.7,12789.0,667.0,2,54.7,138,1,2023Q1,46-55,0,0,0.48736557592441,-0.12055062690468211,1.7773777665807304,0.09957353788805791,0.4470533754269791,0.8598876094612482,0.06988144401710253,LOW,0.7,13423.11808776311,0.0
1249,20956,2024-04-29,33,M,105483.0,employed,13.0,SPb,branch,consumer,360000,12,19.5,33262.0,583.0,2,61.2,4,0,2024Q2,26-35,0,0,-0.6303307668212189,0.33293858698046325,0.8290860554274371,-0.17795318690187747,0.8153171777493707,-0.28829100698516846,0.2378727680740061,MEDIUM,0.7,47312.5354509359,39144.0
1250,88895,2024-10-13,57,F,135986.0,employed,37.9,Siberia,branch,consumer,550000,36,17.2,19664.0,721.0,0,43.0,24,0,2024Q4,56+,0,0,1.2058846534037428,-0.9368312118979439,1.8081925126358758,0.5753336375279472,-0.24344125392750446,1.6800151926372602,0.017020575133348873,LOW,0.7,17169.104530859793,157904.0
1251,47240,2023-05-30,50,F,100288.0,self_employed,25.9,Ural,branch,consumer,260000,24,19.1,13119.0,697.0,1,40.0,7,0,2023Q2,46-55,0,0,0.886542841190706,-1.1461339259987802,0.6623333410977699,-0.5744199366017851,0.6311852765881757,1.1059258844140518,0.022630835166297054,LOW,0.7,8116.303960042811,54856.0
1252,38148,2023-12-06,24,M,68814.0,employed,5.8,Siberia,online,car,550000,60,14.7,12998.0,644.0,1,53.1,19,0,2023Q4,18-25,0,0,0.18132967255358304,-0.2321787410917949,-0.34794094779769624,0.5753336375279472,-1.394265636184977,-1.0264058318435791,0.06772112773115409,LOW,0.45,11037.281484124154,229880.0
1253,95270,2023-05-09,38,M,79458.0,employed,19.9,Ural,online,consumer,350000,36,18.6,12759.0,683.0,5,55.3,0,0,2023Q2,36-45,0,0,0.7002601173997679,-0.07869008408451525,-0.006282450911271216,-0.21759986187186825,0.4010204001366812,0.12177278460283747,0.05849762100397884,LOW,0.7,10925.793792365323,109324.0
1254,5757,2024-03-13,30,F,92536.0,freelance,10.4,Ural,online,consumer,410000,36,22.4,15743.0,460.0,2,78.8,178,1,2024Q1,26-35,1,1,-2.2669575544130325,1.5608478430387025,0.4135042667024705,0.020280187948076372,2.1502734611680383,-0.534329281937972,0.8438705835950275,HIGH,0.7,149958.50914205346,0.0
1255,20097,2024-05-15,19,F,67066.0,employed,0.4,SPb,partner,consumer,320000,36,20.3,11941.0,523.0,3,60.4,188,1,2024Q2,18-25,0,1,-1.428685297353811,0.27712452988690656,-0.40404946457310686,-0.33653988678184055,1.1835809800717623,-1.4364696234315852,0.38346239319527586,HIGH,0.7,117040.7876230661,0.0
1256,11395,2023-02-27,22,F,109980.0,self_employed,0.0,SPb,online,car,1090000,60,17.1,27148.0,575.0,1,84.7,190,1,2023Q1,18-25,1,1,-0.7367780375588978,1.972476514103681,0.9734338814795089,2.7162540859074484,-0.28947422921780236,-1.1904313484787816,0.6011127997138457,HIGH,0.45,256287.9746835443,0.0
